Season,PlayerID,QB,RB,FB,WR,TE,G,T,C,P,K,DT,DE,LB,CB,SS,FS,Type
1988,3342,1,1,1,1,1,1,1,1,1,1,47,7,1,1,1,1,
1988,3342,1,1,1,1,1,1,1,1,1,1,47,7,1,1,1,1,Training Camp
1989,3342,1,1,1,1,1,1,1,1,1,1,56,7,1,1,1,1,
1989,3342,1,1,1,1,1,1,1,1,1,1,56,7,1,1,1,1,Training Camp
1990,3342,1,1,1,1,1,1,1,1,1,1,59,7,1,1,1,1,
1990,3342,1,1,1,1,1,1,1,1,1,1,59,7,1,1,1,1,Training Camp
1985,3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3345,1,1,1,100,26,1,1,1,1,1,1,1,1,1,1,1,
1986,3345,0,0,0,83,45,0,0,0,0,0,0,0,0,0,0,0,
1986,3345,1,1,1,83,45,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,3345,1,1,1,91,37,1,1,1,1,1,1,1,1,1,1,1,
1987,3345,1,1,1,91,36,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,3345,1,1,1,93,30,1,1,1,1,1,1,1,1,1,1,1,
1988,3345,1,1,1,93,30,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,3345,1,1,1,100,28,1,1,1,1,1,1,1,1,1,1,1,
1989,3345,1,1,1,100,28,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,3345,1,1,1,100,27,1,1,1,1,1,1,1,1,1,1,1,
1990,3345,1,1,1,100,27,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,3347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3347,1,1,1,1,1,1,1,1,1,1,16,29,23,1,1,1,
1986,3347,0,0,0,0,0,0,0,0,0,0,16,33,23,0,0,0,
1986,3347,1,1,1,1,1,1,1,1,1,1,16,31,23,1,1,1,Training Camp
1985,3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3350,1,1,1,1,1,1,1,1,1,1,1,1,84,1,1,1,
1986,3350,0,0,0,0,0,0,0,0,0,0,0,10,93,0,11,0,
1986,3350,1,1,1,1,1,1,1,1,1,1,1,9,93,1,11,1,Training Camp
1987,3350,1,1,1,1,1,1,1,1,1,1,1,1,93,1,6,1,
1987,3350,1,1,1,1,1,1,1,1,1,1,1,1,93,1,5,1,Training Camp
1988,3350,1,1,1,1,1,1,1,1,1,1,1,1,93,1,1,1,
1988,3350,1,1,1,1,1,1,1,1,1,1,1,1,90,1,1,1,Training Camp
1989,3350,1,1,1,1,1,1,1,1,1,1,1,1,89,1,1,1,
1989,3350,1,1,1,1,1,1,1,1,1,1,1,1,86,1,1,1,Training Camp
1985,3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3351,1,1,1,1,1,1,1,1,1,1,1,1,39,1,5,1,
1986,3351,0,0,0,0,0,0,0,0,0,0,0,1,41,0,5,0,
1986,3351,1,1,1,1,1,1,1,1,1,1,1,1,40,1,5,1,Training Camp
1985,3354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3354,1,1,1,1,1,17,29,28,1,1,1,1,1,1,1,1,
1986,3354,0,0,0,0,0,17,32,28,0,0,0,0,0,0,0,0,
1986,3354,1,1,1,1,1,17,30,28,1,1,1,1,1,1,1,1,Training Camp
1985,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3357,1,1,1,1,1,1,1,1,1,1,92,1,1,1,1,1,
1986,3357,0,0,0,0,0,0,0,0,0,0,90,15,0,0,0,0,
1986,3357,1,1,1,1,1,1,1,1,1,1,90,14,1,1,1,1,Training Camp
1987,3357,1,1,1,1,1,1,1,1,1,1,90,7,1,1,1,1,
1987,3357,1,1,1,1,1,1,1,1,1,1,90,6,1,1,1,1,Training Camp
1988,3357,1,1,1,1,1,1,1,1,1,1,90,1,1,1,1,1,
1988,3357,1,1,1,1,1,1,1,1,1,1,90,1,1,1,1,1,Training Camp
1989,3357,1,1,1,1,1,1,1,1,1,1,95,1,1,1,1,1,
1989,3357,1,1,1,1,1,1,1,1,1,1,95,1,1,1,1,1,Training Camp
1990,3357,1,1,1,1,1,1,1,1,1,1,95,1,1,1,1,1,
1990,3357,1,1,1,1,1,1,1,1,1,1,94,1,1,1,1,1,Training Camp
1985,3358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3358,1,1,1,1,1,43,9,7,1,1,1,1,1,1,1,1,
1986,3358,0,0,0,0,0,31,18,16,0,0,0,0,0,0,0,0,
1986,3358,1,1,1,1,1,31,18,16,1,1,1,1,1,1,1,1,Training Camp
1987,3358,1,1,1,1,1,31,15,12,1,1,1,1,1,1,1,1,
1987,3358,1,1,1,1,1,31,15,11,1,1,1,1,1,1,1,1,Training Camp
1988,3358,1,1,1,1,1,31,9,7,1,1,1,1,1,1,1,1,
1988,3358,1,1,1,1,1,31,9,7,1,1,1,1,1,1,1,1,Training Camp
1989,3358,1,1,1,1,1,34,9,7,1,1,1,1,1,1,1,1,
1989,3358,1,1,1,1,1,34,9,7,1,1,1,1,1,1,1,1,Training Camp
1990,3358,1,1,1,1,1,37,9,7,1,1,1,1,1,1,1,1,
1990,3358,1,1,1,1,1,37,9,7,1,1,1,1,1,1,1,1,Training Camp
1985,3359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3359,1,1,1,45,3,1,1,1,1,1,1,1,1,1,1,1,
1986,3359,0,0,0,33,17,0,0,0,0,0,0,0,0,0,0,0,
1986,3359,1,1,1,33,17,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,3359,1,1,1,33,8,1,1,1,1,1,1,1,1,1,1,1,
1987,3359,1,1,1,33,8,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,3359,1,1,1,33,3,1,1,1,1,1,1,1,1,1,1,1,
1988,3359,1,1,1,33,3,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,3359,1,1,1,43,3,1,1,1,1,1,1,1,1,1,1,1,
1989,3359,1,1,1,43,3,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,3359,1,1,1,43,3,1,1,1,1,1,1,1,1,1,1,1,
1990,3359,1,1,1,43,3,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3360,1,1,1,1,1,1,1,1,1,1,77,1,1,1,1,1,
1986,3360,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,
1986,3360,0,0,0,0,0,0,0,0,0,0,57,11,0,0,0,0,Training Camp
1987,3360,1,1,1,1,1,1,1,1,1,1,57,4,1,1,1,1,
1987,3360,1,1,1,1,1,1,1,1,1,1,57,4,1,1,1,1,Training Camp
1988,3360,1,1,1,1,1,1,1,1,1,1,57,1,1,1,1,1,
1988,3360,1,1,1,1,1,1,1,1,1,1,57,1,1,1,1,1,Training Camp
1989,3360,1,1,1,1,1,1,1,1,1,1,64,1,1,1,1,1,
1989,3360,1,1,1,1,1,1,1,1,1,1,64,1,1,1,1,1,Training Camp
1990,3360,1,1,1,1,1,1,1,1,1,1,69,1,1,1,1,1,
1990,3360,1,1,1,1,1,1,1,1,1,1,69,1,1,1,1,1,Training Camp
1985,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3361,1,1,1,1,1,1,1,1,1,1,1,4,57,1,10,1,
1986,3361,0,0,0,0,0,0,0,0,0,0,0,4,60,0,10,0,
1986,3361,1,1,1,1,1,1,1,1,1,1,1,4,58,1,10,1,Training Camp
1985,3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3362,1,1,1,1,1,1,1,1,1,1,35,1,1,1,1,1,
1986,3362,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,0,
1986,3362,1,1,1,1,1,1,1,1,1,1,48,3,1,1,1,1,Training Camp
1987,3362,1,1,1,1,1,1,1,1,1,1,48,1,1,1,1,1,
1987,3362,1,1,1,1,1,1,1,1,1,1,47,1,1,1,1,1,Training Camp
1988,3362,1,1,1,1,1,1,1,1,1,1,46,1,1,1,1,1,
1988,3362,1,1,1,1,1,1,1,1,1,1,43,1,1,1,1,1,Training Camp
1989,3362,1,1,1,1,1,1,1,1,1,1,41,1,1,1,1,1,
1989,3362,1,1,1,1,1,1,1,1,1,1,38,1,1,1,1,1,Training Camp
1985,3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3365,1,1,1,4,79,1,1,1,1,1,1,1,1,1,1,1,
1986,3365,0,0,0,4,82,0,0,0,0,0,0,0,0,0,0,0,
1986,3365,1,1,1,4,80,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3368,1,1,1,91,3,1,1,1,1,1,1,1,1,1,1,1,
1986,3368,0,0,0,47,18,0,0,0,0,0,0,0,0,0,0,0,
1986,3368,1,1,1,47,17,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,3368,1,1,1,47,9,1,1,1,1,1,1,1,1,1,1,1,
1987,3368,1,1,1,47,9,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,3368,1,1,1,47,3,1,1,1,1,1,1,1,1,1,1,1,
1988,3368,1,1,1,47,3,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,3368,1,1,1,53,3,1,1,1,1,1,1,1,1,1,1,1,
1989,3368,1,1,1,53,3,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,3368,1,1,1,77,3,1,1,1,1,1,1,1,1,1,1,1,
1990,3368,1,1,1,77,3,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3369,1,1,1,1,1,1,1,1,1,1,1,27,100,1,26,1,
1986,3369,0,0,0,0,0,0,0,0,0,0,0,34,70,0,39,0,
1986,3369,1,1,1,1,1,1,1,1,1,1,1,34,70,1,39,1,Training Camp
1987,3369,1,1,1,1,1,1,1,1,1,1,1,30,77,1,38,1,
1987,3369,1,1,1,1,1,1,1,1,1,1,1,30,77,1,38,1,Training Camp
1988,3369,1,1,1,1,1,1,1,1,1,1,1,29,85,1,35,1,
1988,3369,1,1,1,1,1,1,1,1,1,1,1,29,85,1,35,1,Training Camp
1989,3369,1,1,1,1,1,1,1,1,1,1,1,28,98,1,33,1,
1989,3369,1,1,1,1,1,1,1,1,1,1,1,27,98,1,33,1,Training Camp
1990,3369,1,1,1,1,1,1,1,1,1,1,1,27,100,1,29,1,
1990,3369,1,1,1,1,1,1,1,1,1,1,1,27,100,1,29,1,Training Camp
1985,3371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3371,1,1,1,1,1,1,1,1,1,1,1,13,23,1,6,1,
1986,3371,0,0,0,0,0,0,0,0,0,0,0,13,25,0,6,0,
1986,3371,1,1,1,1,1,1,1,1,1,1,1,13,24,1,6,1,Training Camp
1985,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3374,1,1,1,1,1,1,1,1,1,1,1,1,1,12,22,93,
1986,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,74,
1986,3374,1,1,1,1,1,1,1,1,1,1,1,1,1,22,29,74,Training Camp
1987,3374,1,1,1,1,1,1,1,1,1,1,1,1,1,16,26,74,
1987,3374,1,1,1,1,1,1,1,1,1,1,1,1,1,16,26,74,Training Camp
1988,3374,1,1,1,1,1,1,1,1,1,1,1,1,1,12,22,75,
1988,3374,1,1,1,1,1,1,1,1,1,1,1,1,1,12,22,75,Training Camp
1989,3374,1,1,1,1,1,1,1,1,1,1,1,1,1,12,22,80,
1989,3374,1,1,1,1,1,1,1,1,1,1,1,1,1,12,22,80,Training Camp
1990,3374,1,1,1,1,1,1,1,1,1,1,1,1,1,12,22,86,
1990,3374,1,1,1,1,1,1,1,1,1,1,1,1,1,12,22,86,Training Camp
1985,3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3375,1,1,1,1,1,1,1,1,1,1,1,1,1,42,9,5,
1986,3375,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,5,
1986,3375,1,1,1,1,1,1,1,1,1,1,1,1,1,44,9,5,Training Camp
1985,3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3377,1,1,1,1,1,1,1,1,1,1,26,11,1,1,1,1,
1986,3377,0,0,0,0,0,0,0,0,0,0,29,11,0,0,0,0,
1986,3377,1,1,1,1,1,1,1,1,1,1,27,11,1,1,1,1,Training Camp
1985,3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3378,1,1,1,6,78,1,1,1,1,1,1,1,1,1,1,1,
1986,3378,0,0,0,24,85,0,0,0,0,0,0,0,0,0,0,0,
1986,3378,1,1,1,23,85,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,3378,1,1,1,18,85,1,1,1,1,1,1,1,1,1,1,1,
1987,3378,1,1,1,17,85,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,3378,1,1,1,6,85,1,1,1,1,1,1,1,1,1,1,1,
1988,3378,1,1,1,6,84,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,3378,1,1,1,6,83,1,1,1,1,1,1,1,1,1,1,1,
1989,3378,1,1,1,6,81,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3381,1,1,1,1,1,1,1,1,1,1,1,1,1,37,7,7,
1986,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,7,
1986,3381,1,1,1,1,1,1,1,1,1,1,1,1,1,39,7,7,Training Camp
1985,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3383,1,1,1,1,1,1,1,1,1,1,93,1,1,1,1,1,
1986,3383,0,0,0,0,0,0,0,0,0,0,94,8,0,0,0,0,
1986,3383,1,1,1,1,1,1,1,1,1,1,94,8,1,1,1,1,Training Camp
1987,3383,1,1,1,1,1,1,1,1,1,1,95,2,1,1,1,1,
1987,3383,1,1,1,1,1,1,1,1,1,1,95,2,1,1,1,1,Training Camp
1988,3383,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,
1988,3383,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,Training Camp
1989,3383,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,
1989,3383,1,1,1,1,1,1,1,1,1,1,98,1,1,1,1,1,Training Camp
1990,3383,1,1,1,1,1,1,1,1,1,1,98,1,1,1,1,1,
1990,3383,1,1,1,1,1,1,1,1,1,1,95,1,1,1,1,1,Training Camp
1985,3386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3386,1,1,1,1,1,92,1,8,1,1,1,1,1,1,1,1,
1986,3386,0,0,0,0,0,64,10,20,0,0,0,0,0,0,0,0,
1986,3386,1,1,1,1,1,64,10,20,1,1,1,1,1,1,1,1,Training Camp
1987,3386,1,1,1,1,1,64,7,14,1,1,1,1,1,1,1,1,
1987,3386,1,1,1,1,1,64,6,13,1,1,1,1,1,1,1,1,Training Camp
1988,3386,1,1,1,1,1,64,1,8,1,1,1,1,1,1,1,1,
1988,3386,1,1,1,1,1,64,1,8,1,1,1,1,1,1,1,1,Training Camp
1989,3386,1,1,1,1,1,76,1,8,1,1,1,1,1,1,1,1,
1989,3386,1,1,1,1,1,76,1,8,1,1,1,1,1,1,1,1,Training Camp
1990,3386,1,1,1,1,1,82,1,8,1,1,1,1,1,1,1,1,
1990,3386,1,1,1,1,1,82,1,8,1,1,1,1,1,1,1,1,Training Camp
1985,3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3387,1,1,1,1,1,100,6,1,1,1,1,1,1,1,1,1,
1986,3387,0,0,0,0,0,40,23,12,0,0,0,0,0,0,0,0,
1986,3387,1,1,1,1,1,40,23,11,1,1,1,1,1,1,1,1,Training Camp
1987,3387,1,1,1,1,1,40,17,5,1,1,1,1,1,1,1,1,
1987,3387,1,1,1,1,1,40,16,5,1,1,1,1,1,1,1,1,Training Camp
1988,3387,1,1,1,1,1,61,6,1,1,1,1,1,1,1,1,1,
1988,3387,1,1,1,1,1,61,6,1,1,1,1,1,1,1,1,1,Training Camp
1989,3387,1,1,1,1,1,88,6,1,1,1,1,1,1,1,1,1,
1989,3387,1,1,1,1,1,88,6,1,1,1,1,1,1,1,1,1,Training Camp
1990,3387,1,1,1,1,1,100,6,1,1,1,1,1,1,1,1,1,
1990,3387,1,1,1,1,1,100,6,1,1,1,1,1,1,1,1,1,Training Camp
1985,3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3391,1,1,1,14,80,1,1,1,1,1,1,1,1,1,1,1,
1986,3391,0,0,0,14,83,0,0,0,0,0,0,0,0,0,0,0,
1986,3391,1,1,1,14,82,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,3393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3393,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,3393,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1986,3393,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,3393,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1987,3393,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,3396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3396,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,
1986,3396,0,0,0,0,0,0,0,0,0,0,0,0,0,97,12,12,
1986,3396,1,1,1,1,1,1,1,1,1,1,1,1,1,97,11,12,Training Camp
1987,3396,1,1,1,1,1,1,1,1,1,1,1,1,1,97,3,3,
1987,3396,1,1,1,1,1,1,1,1,1,1,1,1,1,97,3,2,Training Camp
1988,3396,1,1,1,1,1,1,1,1,1,1,1,1,1,97,1,1,
1988,3396,1,1,1,1,1,1,1,1,1,1,1,1,1,97,1,1,Training Camp
1989,3396,1,1,1,1,1,1,1,1,1,1,1,1,1,97,1,1,
1989,3396,1,1,1,1,1,1,1,1,1,1,1,1,1,97,1,1,Training Camp
1990,3396,1,1,1,1,1,1,1,1,1,1,1,1,1,97,1,1,
1990,3396,1,1,1,1,1,1,1,1,1,1,1,1,1,97,1,1,Training Camp
1985,3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3398,1,1,1,1,1,1,98,1,1,1,1,1,1,1,1,1,
1986,3398,0,0,0,0,0,13,68,13,0,0,0,0,0,0,0,0,
1986,3398,1,1,1,1,1,13,68,13,1,1,1,1,1,1,1,1,Training Camp
1987,3398,1,1,1,1,1,6,68,8,1,1,1,1,1,1,1,1,
1987,3398,1,1,1,1,1,6,68,8,1,1,1,1,1,1,1,1,Training Camp
1988,3398,1,1,1,1,1,1,68,1,1,1,1,1,1,1,1,1,
1988,3398,1,1,1,1,1,1,68,1,1,1,1,1,1,1,1,1,Training Camp
1989,3398,1,1,1,1,1,1,85,1,1,1,1,1,1,1,1,1,
1989,3398,1,1,1,1,1,1,85,1,1,1,1,1,1,1,1,1,Training Camp
1990,3398,1,1,1,1,1,1,97,1,1,1,1,1,1,1,1,1,
1990,3398,1,1,1,1,1,1,97,1,1,1,1,1,1,1,1,1,Training Camp
1985,3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3405,1,1,1,1,1,1,1,1,1,1,1,1,26,1,100,26,
1986,3405,0,0,0,0,0,0,0,0,0,0,0,0,43,0,54,46,
1986,3405,1,1,1,1,1,1,1,1,1,1,1,1,42,1,54,46,Training Camp
1987,3405,1,1,1,1,1,1,1,1,1,1,1,1,37,1,68,39,
1987,3405,1,1,1,1,1,1,1,1,1,1,1,1,36,1,68,39,Training Camp
1988,3405,1,1,1,1,1,1,1,1,1,1,1,1,31,1,78,32,
1988,3405,1,1,1,1,1,1,1,1,1,1,1,1,31,1,78,32,Training Camp
1989,3405,1,1,1,1,1,1,1,1,1,1,1,1,27,1,91,28,
1989,3405,1,1,1,1,1,1,1,1,1,1,1,1,27,1,91,28,Training Camp
1990,3405,1,1,1,1,1,1,1,1,1,1,1,1,26,1,98,26,
1990,3405,1,1,1,1,1,1,1,1,1,1,1,1,26,1,98,26,Training Camp
1985,3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3407,1,1,1,1,1,81,24,16,1,1,1,1,1,1,1,1,
1986,3407,0,0,0,0,0,84,24,16,0,0,0,0,0,0,0,0,
1986,3407,1,1,1,1,1,82,24,16,1,1,1,1,1,1,1,1,Training Camp
1985,3410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3410,1,1,1,1,1,1,1,1,1,1,1,11,82,1,11,1,
1986,3410,0,0,0,0,0,0,0,0,0,0,0,29,55,0,28,0,
1986,3410,1,1,1,1,1,1,1,1,1,1,1,29,55,1,27,1,Training Camp
1987,3410,1,1,1,1,1,1,1,1,1,1,1,22,55,1,19,1,
1987,3410,1,1,1,1,1,1,1,1,1,1,1,21,55,1,19,1,Training Camp
1988,3410,1,1,1,1,1,1,1,1,1,1,1,11,65,1,11,1,
1988,3410,1,1,1,1,1,1,1,1,1,1,1,11,65,1,11,1,Training Camp
1989,3410,1,1,1,1,1,1,1,1,1,1,1,11,70,1,11,1,
1989,3410,1,1,1,1,1,1,1,1,1,1,1,11,70,1,11,1,Training Camp
1990,3410,1,1,1,1,1,1,1,1,1,1,1,11,73,1,11,1,
1990,3410,1,1,1,1,1,1,1,1,1,1,1,11,73,1,11,1,Training Camp
1985,3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3411,1,1,1,1,1,1,1,1,1,1,1,1,1,7,16,84,
1986,3411,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,51,
1986,3411,1,1,1,1,1,1,1,1,1,1,1,1,1,14,19,51,Training Camp
1987,3411,1,1,1,1,1,1,1,1,1,1,1,1,1,10,17,51,
1987,3411,1,1,1,1,1,1,1,1,1,1,1,1,1,10,17,51,Training Camp
1988,3411,1,1,1,1,1,1,1,1,1,1,1,1,1,7,16,53,
1988,3411,1,1,1,1,1,1,1,1,1,1,1,1,1,7,16,53,Training Camp
1989,3411,1,1,1,1,1,1,1,1,1,1,1,1,1,7,16,82,
1989,3411,1,1,1,1,1,1,1,1,1,1,1,1,1,7,16,80,Training Camp
1990,3411,1,1,1,1,1,1,1,1,1,1,1,1,1,7,16,78,
1990,3411,1,1,1,1,1,1,1,1,1,1,1,1,1,7,16,78,Training Camp
1985,3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3412,1,69,12,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,3412,0,71,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
1986,3412,1,70,12,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3413,1,1,1,1,1,1,1,1,1,1,26,1,1,1,1,1,
1986,3413,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,
1986,3413,1,1,1,1,1,1,1,1,1,1,27,1,1,1,1,1,Training Camp
1985,3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3414,1,1,1,1,1,1,1,1,1,1,1,7,65,1,6,1,
1986,3414,0,0,0,0,0,0,0,0,0,0,0,7,69,0,6,0,
1986,3414,1,1,1,1,1,1,1,1,1,1,1,7,67,1,6,1,Training Camp
1985,3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3417,1,1,1,71,8,1,1,1,1,1,1,1,1,1,1,1,
1986,3417,0,0,0,45,22,0,0,0,0,0,0,0,0,0,0,0,
1986,3417,1,1,1,45,22,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,3417,1,1,1,56,17,1,1,1,1,1,1,1,1,1,1,1,
1987,3417,1,1,1,56,16,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,3417,1,1,1,56,8,1,1,1,1,1,1,1,1,1,1,1,
1988,3417,1,1,1,56,8,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,3417,1,1,1,62,8,1,1,1,1,1,1,1,1,1,1,1,
1989,3417,1,1,1,62,8,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,3417,1,1,1,65,8,1,1,1,1,1,1,1,1,1,1,1,
1990,3417,1,1,1,65,8,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3418,1,1,1,95,8,1,1,1,1,1,1,1,1,1,1,1,
1986,3418,0,0,0,45,12,0,0,0,0,0,0,0,0,0,0,0,
1986,3418,1,1,1,45,12,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,3418,1,1,1,45,9,1,1,1,1,1,1,1,1,1,1,1,
1987,3418,1,1,1,45,9,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,3418,1,1,1,45,8,1,1,1,1,1,1,1,1,1,1,1,
1988,3418,1,1,1,45,8,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,3418,1,1,1,72,8,1,1,1,1,1,1,1,1,1,1,1,
1989,3418,1,1,1,72,8,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,3418,1,1,1,89,8,1,1,1,1,1,1,1,1,1,1,1,
1990,3418,1,1,1,89,8,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,3419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3419,1,1,1,1,1,1,1,1,1,1,1,1,18,1,92,11,
1986,3419,0,0,0,0,0,0,0,0,0,0,0,0,30,0,66,26,
1986,3419,1,1,1,1,1,1,1,1,1,1,1,1,29,1,66,25,Training Camp
1987,3419,1,1,1,1,1,1,1,1,1,1,1,1,22,1,74,18,
1987,3419,1,1,1,1,1,1,1,1,1,1,1,1,22,1,74,17,Training Camp
1988,3419,1,1,1,1,1,1,1,1,1,1,1,1,18,1,74,11,
1988,3419,1,1,1,1,1,1,1,1,1,1,1,1,18,1,74,11,Training Camp
1989,3419,1,1,1,1,1,1,1,1,1,1,1,1,18,1,80,11,
1989,3419,1,1,1,1,1,1,1,1,1,1,1,1,18,1,80,11,Training Camp
1990,3419,1,1,1,1,1,1,1,1,1,1,1,1,18,1,84,11,
1990,3419,1,1,1,1,1,1,1,1,1,1,1,1,18,1,84,11,Training Camp
1985,3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3422,1,1,1,1,1,16,12,100,1,1,1,1,1,1,1,1,
1986,3422,0,0,0,0,0,25,15,77,0,0,0,0,0,0,0,0,
1986,3422,1,1,1,1,1,25,15,77,1,1,1,1,1,1,1,1,Training Camp
1987,3422,1,1,1,1,1,21,14,77,1,1,1,1,1,1,1,1,
1987,3422,1,1,1,1,1,20,14,77,1,1,1,1,1,1,1,1,Training Camp
1988,3422,1,1,1,1,1,16,12,77,1,1,1,1,1,1,1,1,
1988,3422,1,1,1,1,1,16,12,77,1,1,1,1,1,1,1,1,Training Camp
1989,3422,1,1,1,1,1,16,12,91,1,1,1,1,1,1,1,1,
1989,3422,1,1,1,1,1,16,12,91,1,1,1,1,1,1,1,1,Training Camp
1990,3422,1,1,1,1,1,16,12,96,1,1,1,1,1,1,1,1,
1990,3422,1,1,1,1,1,16,12,96,1,1,1,1,1,1,1,1,Training Camp
1985,3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,3424,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
