"PlayerID","Jersey","FirstName","LastName","Age","Experience","Height","Weight","Position","city","mascot","Overall","Strength","Agility","Arm","Speed","Hands","Intelligence","Accuracy","RunBlocking","PassBlocking","Tackling","Endurance","KickDistance","KickAccuracy","trait1","Leadership","WorkEthic","Competitiveness","TeamPlayer","Sportsmanship","SocialDisposition","Money","Security","Loyalty","Winning","PlayingTime","CloseToHome","MarketSize","Morale","QB","RB","FB","WR","TE","G","T","C","P","K","DT","DE","LB","CB","SS","FS","1989","1990","1991","1992","1993","1994"
"6058","76","Rhett","Hall","25","2","74","270","DT","Detroit","Lions","69","68","47","1","65","33","57","1","1","1","62","58","1","1",NULL,"63","83","86","94","68","88","72","30","40","53","78","35","38","98","1","1","1","1","1","1","1","1","1","1","30","18","1","1","1","1","750000","0","0","0","0","0"
"6059","69","Shawn","Bouwens","25","2","77","293","G",NULL,NULL,"72","75","48","1","44","11","60","1","64","60","44","70","1","1",NULL,"30","33","37","69","65","61","82","33","50","61","85","40","42","89","1","1","1","1","1","85","7","8","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6061","33","Reggie","Jones","24","2","73","202","CB","Detroit","Lions","77","40","75","1","79","55","46","1","1","1","42","85","1","1",NULL,"26","78","89","19","99","98","74","32","49","59","100","46","34","88","1","1","1","1","1","1","1","1","1","1","1","1","1","51","11","13","500000","0","0","0","0","0"
"6064","62","Erik","Williams","25","2","78","324","T","Chicago","Bears","89","92","66","1","48","10","75","5","74","88","54","82","1","3",NULL,"16","71","63","29","63","80","98","47","47","63","73","48","51","18","1","1","1","1","1","26","66","30","1","1","1","1","1","1","1","1","1000000","1000000","0","0","0","0"
"6065","12","Alvin","Harper","25","2","75","210","WR","Chicago","Bears","82","43","85","1","87","76","59","1","13","15","30","78","1","1",NULL,"43","87","64","67","98","87","100","37","43","44","85","35","69","8","1","1","1","45","16","1","1","1","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"6066","63","Nolan","Harrison","24","2","77","280","DE","Chicago","Cardinals","79","67","68","1","60","24","54","1","1","1","63","67","1","1",NULL,"66","75","80","38","65","95","80","44","32","32","84","30","33","45","1","1","1","1","1","1","1","1","1","1","10","100","20","1","1","1","750000","0","0","0","0","0"
"6067","35","Mike","Pritchard","24","2","70","188","WR",NULL,NULL,"79","41","80","1","84","79","60","1","20","20","21","76","1","1",NULL,"93","76","78","82","68","96","94","37","39","40","94","49","66","74","1","1","1","31","13","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6068","74","John","Hudson","25","2","74","270","G","Chicago","Bears","75","74","48","1","48","2","60","1","66","70","24","53","1","1",NULL,"37","44","39","40","27","9","84","36","39","56","82","36","62","25","1","1","1","1","1","87","13","19","1","1","1","1","1","1","1","1","750000","0","0","0","0","0"
"6073","67","Mel","Agee","25","2","77","300","DE","Chicago","Cardinals","62","57","45","1","51","21","55","1","1","1","47","59","1","1",NULL,"39","46","64","50","36","44","70","41","42","57","97","45","61","79","1","1","1","1","1","1","1","1","1","1","5","46","5","1","1","1","950000","0","0","0","0","0"
"6074","30","Marcus","Robertson","24","2","71","198","FS","Baltimore","Ravens","85","55","76","1","84","65","60","1","1","1","61","82","1","1",NULL,"65","59","67","58","64","49","99","42","45","70","81","33","43","26","1","1","1","1","1","1","1","1","1","1","1","1","1","6","20","80","1000000","1000000","0","0","0","0"
"6075","87","Yancey","Thigpen","24","2","73","208","WR","Indianapolis","Colts","83","42","77","1","80","85","52","1","23","11","19","76","1","1",NULL,"40","68","97","57","60","87","93","43","37","66","97","48","59","77","1","1","1","84","3","1","1","1","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"6076","70","Eric","Moten","25","2","75","306","G","Indianapolis","Colts","83","77","44","1","53","20","69","1","78","76","42","63","1","1",NULL,"75","76","80","75","64","91","99","46","49","61","92","37","36","22","1","1","1","1","1","75","11","15","1","1","1","1","1","1","1","1","750000","0","0","0","0","0"
"6077","39","Harvey","Williams","26","2","74","226","RB",NULL,NULL,"76","68","82","18","73","53","44","12","33","36","18","74","1","1",NULL,"35","92","66","32","60","84","79","38","47","39","93","41","44","89","1","62","19","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6078","63","Pio","Sagapolutele","24","2","78","297","DT","Indianapolis","Colts","77","81","51","1","66","38","53","1","1","1","64","73","1","1",NULL,"78","65","97","63","74","83","72","31","42","36","71","32","37","80","1","1","1","1","1","1","1","1","1","1","44","11","1","1","1","1","750000","0","0","0","0","0"
"6080","55","Terry","Crews","25","2","74","245","LB",NULL,NULL,"73","71","61","1","65","23","47","1","1","1","70","73","1","1",NULL,"23","67","49","23","7","38","92","45","30","56","91","35","42","72","1","1","1","1","1","1","1","1","1","1","1","5","52","1","4","1","0","0","0","0","0","0"
"6084","31","Terry","Allen","25","2","70","204","RB","London","Monarchs","83","61","67","27","91","61","47","20","28","22","18","75","1","1",NULL,"50","99","85","74","80","71","93","30","43","42","71","40","53","72","1","98","8","1","1","1","1","1","1","1","1","1","1","1","1","1","1000000","1000000","0","0","0","0"
"6085","88","Ben","Coates","24","2","77","245","TE","London","Monarchs","90","70","72","1","76","84","68","1","64","50","40","66","1","1",NULL,"9","37","42","42","11","11","100","47","38","56","89","30","45","48","1","1","1","10","67","1","1","1","1","1","1","1","1","1","1","1","750000","0","0","0","0","0"
"6086","81","Jake","Reed","26","2","75","216","WR",NULL,NULL,"78","39","73","1","71","81","58","1","27","20","25","79","1","1",NULL,"92","74","91","86","79","81","88","46","36","45","85","32","70","55","1","1","1","82","22","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6089","79","Craig","Patterson","29","2","76","314","DE",NULL,NULL,"71","62","50","1","61","23","49","1","1","1","62","61","1","1",NULL,"44","45","36","56","62","70","85","30","41","36","86","36","36","84","1","1","1","1","1","1","1","1","1","1","16","51","24","1","1","1","0","0","0","0","0","0"
"6090","23","Joe","Fishback","26","2","72","205","CB","Green Bay","Packers","78","55","71","1","82","38","45","1","1","1","50","71","1","1",NULL,"65","66","87","37","63","63","97","40","46","55","96","42","35","66","1","1","1","1","1","1","1","1","1","1","1","1","1","64","1","1","500000","0","0","0","0","0"
"6091","35","Robert","Bailey","25","2","69","176","FS","London","Monarchs","73","46","67","1","80","54","60","1","1","1","54","74","1","1",NULL,"35","35","63","5","20","12","93","39","31","68","97","33","33","79","1","1","1","1","1","1","1","1","1","1","1","1","1","6","18","32","500000","0","0","0","0","0"
"6093","10","John","Kasay","24","2","70","198","K",NULL,NULL,"69","24","36","11","41","18","55","1","1","1","14","77","73","77",NULL,"4","93","89","29","83","81","100","38","32","59","100","36","53","35","1","1","1","1","1","1","1","1","1","53","1","1","1","1","1","1","0","0","0","0","0","0"
"6094","75","Mike","Jones","24","2","76","290","DE","Seattle","Seahawks","85","80","66","1","70","44","43","1","1","1","60","74","1","1",NULL,"39","86","81","25","77","87","72","33","48","41","90","41","44","17","1","1","1","1","1","1","1","1","1","1","15","97","19","1","1","1","1000000","1000000","0","0","0","0"
"6095","87","Willie","Davis","26","2","72","180","WR","Seattle","Seahawks","83","29","82","1","83","85","63","1","21","11","33","79","1","1",NULL,"24","42","66","15","37","30","73","44","49","43","74","36","60","26","1","1","1","63","17","1","1","1","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"6096","50","Bryan","Cox","25","2","76","250","LB","Seattle","Seahawks","84","75","68","1","76","52","62","4","1","1","70","75","1","1",NULL,"34","49","40","60","39","35","82","34","42","41","76","45","44","63","1","1","1","1","1","1","1","1","1","1","1","9","71","1","14","1","750000","0","0","0","0","0"
"6097","87","Andrew","Glover","26","2","78","250","TE","Seattle","Seahawks","79","62","68","1","79","68","58","1","49","45","42","69","1","1",NULL,"16","39","57","26","5","7","74","47","44","48","76","38","38","8","1","1","1","22","57","1","1","1","1","1","1","1","1","1","1","1","750000","0","0","0","0","0"
"6098","76","Kelvin","Pritchett","24","2","75","322","DT","Seattle","Seahawks","73","80","54","1","58","27","53","1","1","1","56","72","1","1",NULL,"39","53","36","57","44","43","73","34","32","43","74","30","63","53","1","1","1","1","1","1","1","1","1","1","57","6","1","1","1","1","500000","0","0","0","0","0"
"6099","86","Alex","Johnson","25","2","69","167","WR",NULL,NULL,"73","24","81","1","71","65","53","1","17","6","17","84","1","1","ProBoodline","34","66","40","42","15","33","97","47","49","53","82","46","57","75","1","1","1","86","2","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6100","20","Antoine","Bennett","26","2","71","185","SS",NULL,NULL,"69","56","76","1","67","46","42","1","1","1","61","70","1","1",NULL,"36","83","76","67","97","63","84","40","38","49","83","50","62","3","1","1","1","1","1","1","1","1","1","1","1","1","23","1","49","17","0","0","0","0","0","0"
"6101","50","Jeff","Mills","25","2","75","244","LB","London","Monarchs","73","64","68","1","65","32","50","1","1","1","62","65","1","1",NULL,"63","85","79","62","85","90","87","36","44","69","78","50","64","47","1","1","1","1","1","1","1","1","1","1","1","1","81","1","1","1","2000000","2000000","0","0","0","0"
"6103","74","Lamar","Rogers","26","2","76","290","LB","Seattle","Seahawks","62","62","59","1","51","18","46","1","1","1","60","65","1","1",NULL,"99","68","98","83","63","96","88","36","45","53","78","31","48","26","1","1","1","1","1","1","1","1","1","1","1","64","35","1","1","1","500000","0","0","0","0","0"
"6104","55","Mike","Croel","24","2","75","238","LB","Cincinnati","Bengals","85","74","66","1","71","29","63","1","1","1","86","75","1","1",NULL,"74","41","63","61","32","58","100","42","37","43","82","30","50","100","1","1","1","1","1","1","1","1","1","1","1","11","87","1","4","1","1000000","1000000","0","0","0","0"
"6105","28","Leonard","Russell","24","2","74","240","RB","Cincinnati","Bengals","77","63","76","19","82","53","56","11","19","21","32","77","1","1",NULL,"66","38","31","94","63","33","72","42","50","44","100","36","58","100","1","52","10","1","1","1","1","1","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"6106","85","Shane","Garrett","26","2","71","185","WR",NULL,NULL,"75","33","76","1","76","64","46","1","23","4","15","76","1","1",NULL,"86","50","54","64","35","60","81","31","41","41","70","44","45","100","1","1","1","100","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6107","60","Robert","Young","24","2","78","273","DE","Cincinnati","Bengals","80","75","51","1","72","24","61","1","1","1","65","58","1","1",NULL,"80","52","65","87","38","33","98","42","40","33","73","50","51","100","1","1","1","1","1","1","1","1","1","1","18","44","21","1","1","1","750000","0","0","0","0","0"
"6108","68","Mark","Gunn","25","2","77","288","DT","Detroit","Lions","73","79","57","1","49","26","56","1","1","1","60","68","1","1",NULL,"67","62","92","75","66","63","76","43","35","38","92","45","54","96","1","1","1","1","1","1","1","1","1","1","52","16","1","1","1","1","750000","0","0","0","0","0"
"6109","66","Bill","Hitchcock","28","2","78","296","T",NULL,NULL,"74","79","48","1","40","4","59","1","72","67","28","53","1","1",NULL,"65","62","65","37","72","96","95","42","31","65","96","31","55","100","1","1","1","1","1","25","62","20","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6110","10","Dan","McGwire","26","2","80","240","QB","Cincinnati","Bengals","70","44","48","72","56","4","63","63","1","1","18","80","1","1",NULL,"57","33","44","40","56","51","77","37","31","64","73","43","55","100","95","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"6111","54","Mitch","Donahue","25","2","74","254","LB","Cincinnati","Bengals","76","60","69","1","72","40","54","1","1","1","69","74","1","1",NULL,"26","69","37","38","18","4","93","40","49","46","84","44","63","100","1","1","1","1","1","1","1","1","1","1","1","1","70","1","7","1","500000","0","0","0","0","0"
"6112","28","Floyd","Fields","24","2","72","208","FS",NULL,NULL,"70","39","67","1","63","41","58","1","1","1","61","74","1","1",NULL,"16","61","72","10","69","98","79","37","42","45","77","47","33","100","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","93","0","0","0","0","0","0"
"6114","27","Larry","Brown","24","2","71","186","CB","New York","Giants","92","51","80","1","81","62","74","1","1","1","63","81","1","1",NULL,"71","57","68","60","40","42","77","44","45","46","80","41","42","44","1","1","1","1","1","1","1","1","1","1","1","1","1","61","13","7","1000000","1000000","0","0","0","0"
"6115","85","Reggie","Rembert","27","2","77","200","WR","New York","Giants","79","38","79","1","75","77","50","1","19","11","15","74","1","1",NULL,"14","61","56","34","8","1","72","35","45","31","72","40","30","88","1","1","1","98","2","1","1","1","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"6116","55","Mike","Arthur","25","2","75","280","C","London","Monarchs","75","69","53","1","47","5","64","1","72","74","36","68","1","1",NULL,"30","80","74","33","83","60","85","39","36","52","99","30","61","83","1","1","1","1","1","24","16","57","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"6117","65","Willie","Williams","26","2","78","300","T",NULL,NULL,"76","71","39","1","42","14","62","1","76","67","23","67","1","1",NULL,"84","38","65","80","61","46","84","50","42","39","98","35","62","77","1","1","1","1","1","18","86","5","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6118","24","Steve","Jackson","24","2","68","188","CB","New York","Giants","78","49","73","1","81","45","46","1","1","1","51","69","1","1",NULL,"11","95","79","14","62","63","81","30","32","54","84","39","40","96","1","1","1","1","1","1","1","1","1","1","1","1","1","54","13","5","750000","0","0","0","0","0"
"6119","70","Chuck","Klingbeil","28","2","73","288","DT",NULL,NULL,"72","71","45","1","57","25","50","1","1","1","66","66","1","1",NULL,"4","60","50","31","36","23","80","49","50","39","72","41","55","52","1","1","1","1","1","1","1","1","1","1","69","2","1","1","1","1","500000","0","0","0","0","0"
"6120","68","Anthony","Smith","26","2","75","265","DE","New York","Giants","77","77","60","1","71","35","51","1","1","1","49","59","1","1",NULL,"78","52","62","65","39","63","82","43","36","57","75","37","56","58","1","1","1","1","1","1","1","1","1","1","5","53","19","1","1","1","750000","0","0","0","0","0"
"6122","72","Tony","Hill","25","2","78","250","DE",NULL,NULL,"66","63","51","1","46","26","46","1","1","1","58","53","1","1",NULL,"50","52","52","47","67","55","74","30","32","53","77","44","59","69","1","1","1","1","1","1","1","1","1","1","4","59","2","1","1","1","0","0","0","0","0","0"
"6124","73","Russell","Maryland","24","2","73","300","DT","Buffalo","Bills","89","88","62","1","78","36","70","1","1","1","73","75","1","1",NULL,"8","33","56","39","35","4","84","31","41","70","84","42","37","63","1","1","1","1","1","1","1","1","1","1","69","3","1","1","1","1","1000000","1000000","0","0","0","0"
"6125","32","Eddie","Fuller","25","2","69","201","RB",NULL,NULL,"77","65","70","11","81","51","48","7","33","24","30","85","1","1",NULL,"91","88","69","82","83","75","87","35","36","64","95","44","38","73","1","66","16","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6126","68","Jeff","Hunter","27","2","77","286","DE","Buffalo","Bills","77","72","56","1","63","32","47","1","1","1","54","62","1","1",NULL,"57","77","91","65","61","63","73","46","39","41","99","47","41","80","1","1","1","1","1","1","1","1","1","1","1","98","2","1","1","1","750000","0","0","0","0","0"
"6127","38","Jerome","Henderson","24","2","70","193","FS","Buffalo","Bills","77","56","78","1","70","63","50","1","1","1","63","74","1","1",NULL,"39","78","81","69","74","87","81","50","36","70","87","42","64","100","1","1","1","1","1","1","1","1","1","1","1","1","1","17","19","56","500000","0","0","0","0","0"
"6128","59","Lonnie","Marts","25","2","74","246","LB","Buffalo","Bills","76","65","66","1","64","31","59","1","1","1","81","69","1","1",NULL,"97","67","44","97","66","48","79","43","44","47","72","33","33","61","1","1","1","1","1","1","1","1","1","1","1","25","53","1","7","1","750000","0","0","0","0","0"
"6129","60","Moe","Gardner","25","2","74","265","DT",NULL,NULL,"72","75","52","1","75","28","49","1","1","1","61","65","1","1",NULL,"38","67","87","43","70","87","97","47","37","37","96","43","58","90","1","1","1","1","1","1","1","1","1","1","44","1","1","1","1","1","0","0","0","0","0","0"
"6134","84","Michael","Jackson","24","2","76","195","WR","Oakland","Raiders","81","34","74","1","83","79","52","1","18","12","30","82","1","1",NULL,"60","73","93","36","83","92","81","31","38","39","76","41","57","57","1","1","1","91","17","1","1","1","1","1","1","1","1","1","1","1","750000","0","0","0","0","0"
"6135","1","Neil","O'Donnell","27","2","75","228","QB","Oakland","Raiders","80","45","64","85","65","17","70","84","1","1","21","89","1","1",NULL,"25","35","64","9","12","6","75","43","31","69","94","42","43","68","44","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1000000","1000000","0","0","0","0"
"6136","45","Fred","McAfee","25","2","70","193","RB","Oakland","Raiders","74","55","71","15","71","59","43","8","25","16","21","74","1","1",NULL,"20","72","84","11","72","98","87","38","42","55","85","39","32","82","1","96","16","1","1","1","1","1","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"6137","76","Pat","Harlow","24","2","78","295","T",NULL,NULL,"78","85","53","1","55","8","70","1","78","65","35","55","1","1",NULL,"79","66","83","81","73","90","95","42","48","60","86","44","59","67","1","1","1","1","1","17","47","17","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6138","47","Vinnie","Clark","24","2","72","202","SS","Oakland","Raiders","73","55","79","1","81","53","53","1","1","1","57","80","1","1",NULL,"44","63","71","40","91","96","76","37","32","66","99","40","62","41","1","1","1","1","1","1","1","1","1","1","1","1","23","1","36","7","500000","0","0","0","0","0"
"6139","74","Esera","Tuaolo","25","2","74","277","DT","Oakland","Raiders","76","79","44","1","48","29","50","1","1","1","69","72","1","1",NULL,"20","59","53","36","39","37","91","48","39","59","85","40","38","53","1","1","1","1","1","1","1","1","1","1","59","4","1","1","1","1","750000","0","0","0","0","0"
"6140","61","Darin","Shoulders","25","2","75","288","T",NULL,NULL,"73","80","51","1","36","1","50","1","63","68","39","53","1","1",NULL,"46","38","66","63","48","58","90","41","46","48","72","43","57","80","1","1","1","1","1","3","95","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6141","65","Jeff","Pahukoa","24","2","74","268","G",NULL,NULL,"73","73","42","1","36","10","58","1","73","67","33","60","1","1",NULL,"46","66","97","30","93","64","86","35","40","67","78","37","68","60","1","1","1","1","1","62","9","15","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6143","57","Jeff","Brady","25","2","73","235","LB",NULL,NULL,"74","65","61","1","67","38","65","1","1","1","66","71","1","1",NULL,"89","28","45","91","37","42","71","38","43","40","90","38","46","49","1","1","1","1","1","1","1","1","1","1","1","15","63","1","19","1","0","0","0","0","0","0"
"6144","80","Herman","Moore","24","2","76","210","WR","New York","Giants","86","33","82","1","85","84","65","1","31","28","25","90","5","1",NULL,"51","49","54","54","38","69","72","34","34","32","86","38","39","16","1","1","1","100","43","1","1","1","1","1","1","1","1","1","1","1","1000000","1000000","0","0","0","0"
"6145","31","Ricky","Ervins","25","2","67","195","RB","Green Bay","Packers","80","67","73","16","85","62","54","10","30","27","20","83","1","1",NULL,"68","92","60","45","93","71","79","39","41","45","87","41","64","60","1","48","8","1","1","1","1","1","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"6146","11","Todd","Marinovich","24","2","76","215","QB",NULL,NULL,"72","40","56","67","46","12","70","72","1","1","3","76","1","1",NULL,"69","58","67","68","51","41","84","32","41","33","93","48","48","75","83","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"6147","32","Eric","Bieniemy","24","2","67","207","RB",NULL,NULL,"70","51","72","13","65","56","51","17","18","31","27","59","1","1",NULL,"37","35","33","68","55","38","74","43","39","38","74","48","35","73","1","81","19","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6148","72","John","Flannery","24","2","76","303","G","Green Bay","Packers","77","73","57","1","41","3","53","1","82","67","36","71","1","1",NULL,"42","69","35","43","45","58","74","48","38","45","99","40","33","55","1","1","1","1","1","61","21","13","1","1","1","1","1","1","1","1","750000","0","0","0","0","0"
"6149","48","Darryll","Lewis","25","2","69","188","CB","New York","Giants","81","56","85","1","69","45","64","1","1","1","41","82","1","1",NULL,"43","63","43","53","32","53","94","47","49","64","93","33","47","96","1","1","1","1","1","1","1","1","1","1","1","1","1","89","11","9","750000","0","0","0","0","0"
"6150","73","Chris","Zorich","24","2","73","278","DT","Chicago","Bears","74","75","54","1","75","30","51","1","1","1","62","66","1","1",NULL,"63","95","63","65","74","98","86","35","46","62","75","30","46","22","1","1","1","1","1","1","1","1","1","1","44","1","1","1","1","1","500000","0","0","0","0","0"
"6154","23","Merton","Hanks","25","2","74","185","CB","Miami","Dolphins","93","48","87","1","82","63","59","1","1","2","64","83","1","1",NULL,"54","59","30","53","39","36","99","40","33","66","100","50","51","70","1","1","1","1","1","1","1","1","1","1","1","1","1","81","44","64","1000000","1000000","0","0","0","0"
"6155","35","Lamar","McGriggs","25","2","75","213","FS","Miami","Dolphins","79","42","72","1","77","60","64","1","1","1","58","84","1","1",NULL,"36","66","89","32","95","62","92","34","46","45","98","43","69","95","1","1","1","1","1","1","1","1","1","1","1","1","1","20","21","92","500000","0","0","0","0","0"
"6156","68","Kevin","Donnalley","25","2","77","310","G","Miami","Dolphins","78","69","61","1","59","9","72","1","69","67","38","59","1","1",NULL,"57","81","77","60","97","85","82","40","37","61","78","36","42","70","1","1","1","1","1","81","27","8","1","1","1","1","1","1","1","1","750000","0","0","0","0","0"
"6157","71","Phil","Hansen","25","2","77","278","DE","Virginia","Destroyers","76","78","61","1","67","36","54","1","1","1","50","66","1","1",NULL,"54","83","70","33","65","62","77","50","32","70","87","39","62","1","1","1","1","1","1","1","1","1","1","1","12","53","19","1","1","1","1250000","1500000","1750000","1750000","0","0"
"6162","74","Andy","Harmon","24","2","76","272","DT",NULL,NULL,"63","72","54","1","44","25","47","1","1","1","47","54","1","1",NULL,"65","84","93","49","75","79","90","36","36","30","100","42","32","81","1","1","1","1","1","1","1","1","1","1","45","12","1","1","1","1","0","0","0","0","0","0"
"6164","59","William","Thomas","25","2","74","223","LB","Kansas City","Chiefs","86","74","72","1","83","45","66","1","1","1","73","86","1","5",NULL,"61","57","55","57","69","49","86","37","35","39","84","47","44","43","1","1","1","1","1","1","1","1","1","1","1","15","65","1","21","1","1000000","1000000","0","0","0","0"
"6165","1","Brad","Goebel","26","2","75","202","QB","Kansas City","Chiefs","73","48","46","72","53","1","62","72","1","1","13","76","1","1",NULL,"38","39","67","9","34","12","81","32","47","39","97","32","58","1","97","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","750000","0","0","0","0","0"
"6166","35","Mike","Dumas","24","2","72","198","SS","Kansas City","Chiefs","75","53","68","1","77","62","62","1","1","1","69","79","1","1",NULL,"55","67","95","60","60","84","90","38","34","42","87","32","57","1","1","1","1","1","1","1","1","1","1","1","1","1","18","1","54","7","500000","0","0","0","0","0"
"6167","68","Ed","King","24","2","76","300","G","Kansas City","Chiefs","74","69","52","1","46","17","67","1","75","68","41","61","1","1",NULL,"67","76","65","95","65","93","71","34","44","59","77","42","61","92","1","1","1","1","1","41","6","13","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"6169","27","Chuck","Webb","24","2","69","201","FB","Kansas City","Chiefs","69","55","53","1","61","46","53","1","36","38","17","66","1","1",NULL,"43","51","44","39","62","55","87","34","49","34","89","33","59","24","1","1","97","1","1","1","1","1","1","1","1","1","1","1","1","1","750000","0","0","0","0","0"
"6170","82","Bruce","McGonnigal","25","2","76","229","TE","Kansas City","Chiefs","70","56","50","1","62","76","42","1","44","32","24","69","1","1",NULL,"62","84","100","64","64","100","97","35","34","68","87","35","63","1","1","1","1","1","60","1","1","1","1","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"6171","67","Ernie","Logan","25","2","75","290","DT",NULL,NULL,"67","70","46","1","55","31","46","1","1","1","56","67","1","1",NULL,"64","49","56","32","70","60","95","34","33","36","84","36","56","1","1","1","1","1","1","1","1","1","1","1","42","3","1","1","1","1","0","0","0","0","0","0"
"6172","36","Kevin","Smith","26","2","71","204","FS",NULL,NULL,"70","48","63","1","67","50","51","1","1","1","60","65","1","1",NULL,"57","59","37","49","51","53","71","49","42","57","75","43","64","31","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","68","0","0","0","0","0","0"
"6173","66","Scott","Evans","25","2","75","261","DE",NULL,NULL,"63","58","49","1","58","23","43","1","1","1","45","68","1","1",NULL,"49","46","46","54","55","36","95","42","41","63","73","36","39","14","1","1","1","1","1","1","1","1","1","1","1","44","2","1","1","1","0","0","0","0","0","0"
"6175","37","Greg","Lewis","24","2","70","214","RB",NULL,NULL,"68","50","60","17","74","53","36","3","22","20","12","69","1","1",NULL,"70","89","86","56","66","99","73","31","30","53","99","39","32","70","1","70","20","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6182","47","Mike","Dingle","24","2","74","240","RB",NULL,NULL,"68","63","66","13","61","57","52","8","18","17","22","68","1","1",NULL,"71","38","54","91","51","56","88","32","38","54","83","47","69","95","1","72","29","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6196","80","Joey","Smith","24","2","70","177","WR",NULL,NULL,"65","29","68","1","58","65","36","1","19","10","24","73","1","1",NULL,"33","45","34","53","33","34","84","37","38","35","87","33","50","76","1","1","1","93","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6200","85","Reggie","Barrett","24","2","75","214","WR",NULL,NULL,"66","34","69","1","69","62","42","1","18","1","23","68","1","1",NULL,"6","34","47","22","15","13","78","41","38","30","85","36","59","72","1","1","1","46","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6207","57","Richard","Newbill","25","2","73","240","LB",NULL,NULL,"70","65","63","1","60","24","59","1","1","1","69","77","1","1",NULL,"82","66","49","94","38","41","72","35","44","36","94","33","58","59","1","1","1","1","1","1","1","1","1","1","1","7","36","1","19","1","0","0","0","0","0","0"
"6212","73","John","Thornton","24","2","75","303","DT","Chicago","Cardinals","66","72","46","1","50","26","49","1","1","1","55","61","1","1",NULL,"44","90","79","61","72","85","76","40","34","30","76","36","44","100","1","1","1","1","1","1","1","1","1","1","32","11","1","1","1","1","250000","0","0","0","0","0"
"6219","54","Mike","Jones","24","2","73","240","LB",NULL,NULL,"63","51","53","1","52","46","50","1","1","1","66","67","1","1",NULL,"75","44","35","92","70","45","90","33","45","43","86","39","32","94","1","1","1","1","1","1","1","1","1","1","1","8","44","1","9","1","0","0","0","0","0","0"
"6221","79","David","Rocker","24","2","76","267","DT",NULL,NULL,"59","74","48","1","43","22","38","1","1","1","45","48","1","1",NULL,"26","72","100","21","82","82","83","46","32","32","82","40","42","97","1","1","1","1","1","1","1","1","1","1","13","11","1","1","1","1","0","0","0","0","0","0"
"6228","81","Rob","Carpenter","24","1","74","190","WR",NULL,NULL,"64","32","65","1","61","66","45","1","6","16","25","59","1","1",NULL,"96","65","45","66","63","50","88","49","37","53","97","44","52","75","1","1","1","56","11","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6244","43","Jason","Bratton II","26","2","73","252","RB",NULL,NULL,"66","57","60","16","69","40","37","1","12","11","22","62","1","1",NULL,"33","39","47","8","5","30","81","40","42","52","95","36","49","65","1","82","28","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"6246","4","Mike","Saxon II","26","2","75","205","P","Oakland","Raiders","66","14","28","12","38","18","47","1","1","1","9","75","75","76",NULL,"29","98","67","25","71","60","91","44","40","39","76","33","59","67","1","1","1","1","1","1","1","1","43","1","1","1","1","1","1","1","350000","350000","0","0","0","0"
"7040","24","Aaron","Rouse","23","1","76","223","FS","Baltimore","Ravens","76","43","76","1","76","55","56","1","1","1","51","71","1","1",NULL,"51","45","34","33","63","32","80","35","42","33","89","46","50","43","1","1","1","1","1","1","1","1","1","1","1","1","1","11","30","85","500000","500000","0","0","0","0"
